Dato/klokkeslett,NO1,NO2,NO3,NO4,NO5
2023-07-14 Kl. 23-00,0.56325,1.01296,0.47869,0.25136,0.56325
2023-07-15 Kl. 00-01,0.52335,0.94888,0.45089,0.25767,0.52335
2023-07-15 Kl. 01-02,0.51256,0.71340,0.44696,0.25542,0.51256
2023-07-15 Kl. 02-03,0.40856,0.40856,0.40856,0.25419,0.40856
2023-07-15 Kl. 03-04,0.27961,0.27961,0.27961,0.22369,0.27961
2023-07-15 Kl. 04-05,0.23799,0.23799,0.23799,0.19039,0.23799
2023-07-15 Kl. 05-06,0.19188,0.19188,0.19188,0.15350,0.19188
2023-07-15 Kl. 06-07,0.27891,0.27891,0.27891,0.22313,0.27891
2023-07-15 Kl. 07-08,0.31676,0.31676,0.31676,0.25341,0.31676
2023-07-15 Kl. 08-09,0.41865,0.41865,0.41865,0.26125,0.41865
2023-07-15 Kl. 09-10,0.24401,0.24401,0.24401,0.19521,0.24401
2023-07-15 Kl. 10-11,0.06574,0.06574,0.06574,0.05259,0.06574
2023-07-15 Kl. 11-12,0.00028,0.00028,0.00028,0.00022,0.00028
2023-07-15 Kl. 12-13,-0.00022,-0.00022,0.00014,0.00011,0.00014
2023-07-15 Kl. 13-14,-0.00157,-0.00157,-0.00146,-0.00146,-0.00146
2023-07-15 Kl. 14-15,-0.01177,-0.01177,-0.01155,-0.01155,-0.01155
2023-07-15 Kl. 15-16,-0.00112,-0.00112,-0.00112,-0.00112,-0.00112
2023-07-15 Kl. 16-17,0.02481,0.02481,0.02481,0.01985,0.02481
2023-07-15 Kl. 17-18,0.29293,0.29293,0.29293,0.23434,0.29293
2023-07-15 Kl. 18-19,0.49770,0.84950,0.32615,0.26092,0.49770
2023-07-15 Kl. 19-20,0.50163,0.94369,0.32306,0.25845,0.50163
2023-07-15 Kl. 20-21,0.46968,1.06520,0.31591,0.25273,0.46968
2023-07-15 Kl. 21-22,0.42986,1.01839,0.31269,0.25015,0.42986
2023-07-15 Kl. 22-23,0.29083,0.95490,0.29083,0.23266,0.29083
2023-07-15 Kl. 23-00,0.22734,0.91621,0.22734,0.18187,0.22734
2023-07-16 Kl. 00-01,0.19458,0.77691,0.19458,0.15566,0.19458
2023-07-16 Kl. 01-02,0.17486,0.26878,0.17486,0.13989,0.17486
2023-07-16 Kl. 02-03,0.03661,0.03661,0.03661,0.02929,0.03661
2023-07-16 Kl. 03-04,0.00099,0.00099,0.00099,0.00079,0.00099
2023-07-16 Kl. 04-05,0.00000,0.00000,0.00000,0.00000,0.00000
2023-07-16 Kl. 05-06,-0.00484,-0.00484,-0.00484,-0.00484,-0.00484
2023-07-16 Kl. 06-07,-0.02410,-0.02410,-0.02332,-0.02332,-0.02410
2023-07-16 Kl. 07-08,-0.01284,-0.01284,-0.01239,-0.01239,-0.01284
2023-07-16 Kl. 08-09,-0.02433,-0.02433,-0.02354,-0.02354,-0.02433
2023-07-16 Kl. 09-10,-0.11354,-0.11354,-0.05970,-0.05970,-0.05970
2023-07-16 Kl. 10-11,-0.22437,-0.22437,-0.06060,-0.06060,-0.06060
2023-07-16 Kl. 11-12,-0.28767,-0.28767,-0.05733,-0.05733,-0.05733
2023-07-16 Kl. 12-13,-0.44537,-0.44537,-0.05091,-0.05091,-0.05091
2023-07-16 Kl. 13-14,-0.58098,-0.58098,-0.04190,-0.04190,-0.04190
2023-07-16 Kl. 14-15,-0.69654,-0.69654,-0.03052,-0.03052,-0.03052
2023-07-16 Kl. 15-16,-0.54415,-0.54415,-0.02996,-0.02996,-0.02996
2023-07-16 Kl. 16-17,-0.11376,-0.11376,-0.02996,-0.02996,-0.04393
2023-07-16 Kl. 17-18,-0.01262,-0.01262,-0.01262,-0.01262,-0.01262
2023-07-16 Kl. 18-19,0.14164,0.20219,0.06083,0.04866,0.14164
2023-07-16 Kl. 19-20,0.36480,0.75424,0.03661,0.02929,0.36480
2023-07-16 Kl. 20-21,0.25160,0.85280,0.01338,0.01070,0.25160
2023-07-16 Kl. 21-22,0.17501,0.84675,0.01239,0.00991,0.17501
2023-07-16 Kl. 22-23,0.12503,0.88420,0.02365,0.01892,0.12503
2023-07-16 Kl. 23-00,0.08884,0.89110,0.00113,0.00090,0.08884
2023-07-17 Kl. 00-01,0.37255,0.61866,0.00000,0.00000,0.37255
2023-07-17 Kl. 01-02,0.31580,0.53235,0.00126,0.00101,0.31580
2023-07-17 Kl. 02-03,0.15346,0.57065,0.00141,0.00113,0.15346
2023-07-17 Kl. 03-04,0.12911,0.47870,0.00126,0.00101,0.12911
2023-07-17 Kl. 04-05,0.12911,0.41901,0.01394,0.01115,0.12911
2023-07-17 Kl. 05-06,0.11531,0.47856,0.04491,0.03593,0.11531
2023-07-17 Kl. 06-07,0.41394,0.63006,0.06449,0.05159,0.41394
2023-07-17 Kl. 07-08,0.42196,0.51109,0.08448,0.06758,0.42196
2023-07-17 Kl. 08-09,0.46688,0.63119,0.07926,0.06341,0.46688
2023-07-17 Kl. 09-10,0.45069,0.60626,0.04675,0.03740,0.45069
2023-07-17 Kl. 10-11,0.41675,0.47870,0.05026,0.04021,0.41675
2023-07-17 Kl. 11-12,0.18922,0.18922,0.03126,0.02501,0.18922
2023-07-17 Kl. 12-13,0.01281,0.01281,0.01211,0.00969,0.01281
2023-07-17 Kl. 13-14,0.00859,0.00859,0.00859,0.00687,0.00859
2023-07-17 Kl. 14-15,0.00380,0.00380,0.00380,0.00304,0.00380
2023-07-17 Kl. 15-16,0.05393,0.05393,0.00423,0.00338,0.05393
2023-07-17 Kl. 16-17,0.08828,0.11277,0.01816,0.01453,0.08828
2023-07-17 Kl. 17-18,0.18711,0.47856,0.08251,0.06601,0.18711
2023-07-17 Kl. 18-19,0.22795,0.23485,0.13601,0.10881,0.22795
2023-07-17 Kl. 19-20,0.30736,0.31651,0.23836,0.19069,0.30736
2023-07-17 Kl. 20-21,0.40394,0.41605,0.23231,0.18585,0.40394
2023-07-17 Kl. 21-22,0.42506,0.47856,0.22936,0.18349,0.42506
2023-07-17 Kl. 22-23,0.41211,0.47870,0.17740,0.14192,0.41211
2023-07-17 Kl. 23-00,0.40648,0.62528,0.12348,0.09878,0.40648
2023-07-18 Kl. 00-01,0.30046,0.42198,0.09758,0.07806,0.30046
2023-07-18 Kl. 01-02,0.27976,0.40973,0.08490,0.06792,0.27976
2023-07-18 Kl. 02-03,0.27470,0.37297,0.03098,0.02478,0.27470
2023-07-18 Kl. 03-04,0.26949,0.47871,0.01169,0.00935,0.26949
2023-07-18 Kl. 04-05,0.26583,0.66541,0.02281,0.01825,0.26583
2023-07-18 Kl. 05-06,0.21711,0.81621,0.06786,0.05429,0.21711
2023-07-18 Kl. 06-07,0.25344,0.91393,0.25175,0.20140,0.25344
2023-07-18 Kl. 07-08,0.28315,0.93814,0.28315,0.22652,0.28315
2023-07-18 Kl. 08-09,0.29075,0.91111,0.29075,0.23260,0.29075
2023-07-18 Kl. 09-10,0.28934,0.83973,0.28934,0.23147,0.28934
2023-07-18 Kl. 10-11,0.28962,0.66598,0.28962,0.23170,0.28962
2023-07-18 Kl. 11-12,0.29145,0.63233,0.29145,0.23316,0.29145
2023-07-18 Kl. 12-13,0.29779,0.66584,0.29554,0.23643,0.29779
2023-07-18 Kl. 13-14,0.30060,0.66570,0.29990,0.23992,0.30060
2023-07-18 Kl. 14-15,0.30033,0.77045,0.30033,0.24026,0.30033
2023-07-18 Kl. 15-16,0.29568,0.85254,0.29568,0.23654,0.29568
2023-07-18 Kl. 16-17,0.29554,0.90830,0.29554,0.23643,0.29554
2023-07-18 Kl. 17-18,0.30343,0.92364,0.29484,0.23587,0.30343
2023-07-18 Kl. 18-19,0.34496,0.94434,0.29511,0.23609,0.34496
2023-07-18 Kl. 19-20,0.35200,1.01643,0.29554,0.23643,0.35200
2023-07-18 Kl. 20-21,0.31891,1.04178,0.29568,0.23654,0.31891
2023-07-18 Kl. 21-22,0.29920,1.04178,0.29680,0.23744,0.29920
2023-07-18 Kl. 22-23,0.30300,0.97954,0.30300,0.24240,0.30300
2023-07-18 Kl. 23-00,0.28850,0.96448,0.28850,0.23080,0.28850
2023-07-19 Kl. 00-01,0.25928,0.99156,0.25928,0.20742,0.25928
2023-07-19 Kl. 01-02,0.25589,0.98223,0.25589,0.20471,0.25589
2023-07-19 Kl. 02-03,0.23990,0.97996,0.23990,0.19192,0.23990
2023-07-19 Kl. 03-04,0.25177,0.92693,0.25177,0.20142,0.25177
2023-07-19 Kl. 04-05,0.27343,0.87826,0.27343,0.21874,0.27343
2023-07-19 Kl. 05-06,0.28955,0.92720,0.28955,0.23164,0.28955
2023-07-19 Kl. 06-07,0.28361,0.99270,0.28361,0.22689,0.28361
2023-07-19 Kl. 07-08,0.27598,0.99949,0.28375,0.22700,0.27598
2023-07-19 Kl. 08-09,0.28884,1.00119,0.28884,0.23107,0.28884
2023-07-19 Kl. 09-10,0.29421,0.99935,0.29421,0.23537,0.29421
2023-07-19 Kl. 10-11,0.29931,1.00005,0.29931,0.23945,0.29931
2023-07-19 Kl. 11-12,0.29974,1.00104,0.29974,0.23979,0.29974
2023-07-19 Kl. 12-13,0.30001,1.00146,0.30001,0.24001,0.30001
2023-07-19 Kl. 13-14,0.29860,0.94305,0.29860,0.23888,0.29860
2023-07-19 Kl. 14-15,0.29663,0.85804,0.29663,0.23730,0.29663
2023-07-19 Kl. 15-16,0.29506,0.85790,0.29506,0.23605,0.29506
2023-07-19 Kl. 16-17,0.29535,0.97586,0.29535,0.23628,0.29535
2023-07-19 Kl. 17-18,0.29365,0.99878,0.29365,0.23492,0.29365
2023-07-19 Kl. 18-19,0.29464,0.99595,0.29464,0.23571,0.29464
2023-07-19 Kl. 19-20,0.29421,0.99609,0.29464,0.23571,0.29421
2023-07-19 Kl. 20-21,0.28333,0.99694,0.29506,0.23605,0.28333
2023-07-19 Kl. 21-22,0.27258,0.99821,0.29506,0.23605,0.27258
2023-07-19 Kl. 22-23,0.27668,0.99750,0.29436,0.23549,0.27668
2023-07-19 Kl. 23-00,0.26606,0.99609,0.29336,0.23469,0.26606
2023-07-20 Kl. 00-01,0.23575,1.02309,0.28575,0.22860,0.23575
2023-07-20 Kl. 01-02,0.24182,1.01123,0.28674,0.22939,0.24182
2023-07-20 Kl. 02-03,0.23773,1.00783,0.28561,0.22849,0.23773
2023-07-20 Kl. 03-04,0.23561,0.98863,0.28575,0.22860,0.23561
2023-07-20 Kl. 04-05,0.23405,0.97520,0.28604,0.22883,0.23405
2023-07-20 Kl. 05-06,0.22219,0.95980,0.28533,0.22826,0.22219
2023-07-20 Kl. 06-07,0.21837,0.93989,0.28660,0.22928,0.21837
2023-07-20 Kl. 07-08,0.21400,0.93085,0.28858,0.23086,0.21400
2023-07-20 Kl. 08-09,0.21909,0.84666,0.30171,0.23199,0.21909
2023-07-20 Kl. 09-10,0.22656,0.80881,0.33830,0.23210,0.22656
2023-07-20 Kl. 10-11,0.22925,0.64030,0.32079,0.23323,0.22925
2023-07-20 Kl. 11-12,0.22911,0.42249,0.30059,0.23301,0.22911
2023-07-20 Kl. 12-13,0.22981,0.41119,0.29451,0.23222,0.22981
2023-07-20 Kl. 13-14,0.22855,0.39339,0.29013,0.23210,0.22855
2023-07-20 Kl. 14-15,0.22741,0.36740,0.28844,0.23075,0.22741
2023-07-20 Kl. 15-16,0.22741,0.38478,0.28788,0.23030,0.22741
2023-07-20 Kl. 16-17,0.22544,0.40963,0.28703,0.22962,0.22544
2023-07-20 Kl. 17-18,0.22416,0.73310,0.28674,0.22939,0.22416
2023-07-20 Kl. 18-19,0.22275,0.83424,0.28703,0.22962,0.22275
2023-07-20 Kl. 19-20,0.22106,0.92506,0.28689,0.22951,0.22106
2023-07-20 Kl. 20-21,0.21936,0.98764,0.28689,0.22951,0.21936
2023-07-20 Kl. 21-22,0.21541,1.04753,0.28674,0.22939,0.21541
2023-07-20 Kl. 22-23,0.21315,1.14909,0.28674,0.22939,0.21315
2023-07-20 Kl. 23-00,0.21203,1.15077,0.28674,0.22939,0.21203
2023-07-21 Kl. 00-01,0.18596,1.07451,0.28976,0.23181,0.18596
2023-07-21 Kl. 01-02,0.18750,1.05861,0.28586,0.22869,0.18750
2023-07-21 Kl. 02-03,0.18541,0.94505,0.28279,0.22623,0.18541
2023-07-21 Kl. 03-04,0.18388,0.90640,0.27986,0.22389,0.18388
2023-07-21 Kl. 04-05,0.18263,0.85911,0.28139,0.22511,0.18263
2023-07-21 Kl. 05-06,0.17663,0.86901,0.28586,0.22869,0.17663
2023-07-21 Kl. 06-07,0.18179,0.93445,0.28893,0.23114,0.18179
2023-07-21 Kl. 07-08,0.17620,1.07479,0.29520,0.23616,0.17620
2023-07-21 Kl. 08-09,0.18011,1.12698,0.31474,0.23951,0.18011
2023-07-21 Kl. 09-10,0.18401,1.12698,0.32799,0.24018,0.18401
2023-07-21 Kl. 10-11,0.18555,1.13018,0.34417,0.24096,0.18555
2023-07-21 Kl. 11-12,0.18583,1.12320,0.34948,0.24096,0.18583
2023-07-21 Kl. 12-13,0.18471,1.09014,0.34891,0.24074,0.18471
2023-07-21 Kl. 13-14,0.18415,1.04968,0.33706,0.23918,0.18415
2023-07-21 Kl. 14-15,0.18346,1.00741,0.31976,0.23773,0.18346
2023-07-21 Kl. 15-16,0.18263,0.99499,0.31460,0.23695,0.18263
2023-07-21 Kl. 16-17,0.18234,0.98592,0.30818,0.23605,0.18234
2023-07-21 Kl. 17-18,0.18206,1.03685,0.29255,0.23404,0.18206
2023-07-21 Kl. 18-19,0.18263,1.07549,0.29311,0.23449,0.18263
2023-07-21 Kl. 19-20,0.18234,1.08441,0.29214,0.23371,0.18234
2023-07-21 Kl. 20-21,0.18206,1.08246,0.29088,0.23270,0.18206
2023-07-21 Kl. 21-22,0.17955,1.10368,0.28935,0.23148,0.17955
2023-07-21 Kl. 22-23,0.17885,1.10368,0.28823,0.23058,0.17885
2023-07-21 Kl. 23-00,0.17579,1.08470,0.28544,0.22835,0.17579
2023-07-22 Kl. 00-01,0.20705,1.08565,0.29850,0.23880,0.20705
2023-07-22 Kl. 01-02,0.20943,1.06205,0.29068,0.23254,0.20943
2023-07-22 Kl. 02-03,0.20189,1.03428,0.28594,0.22875,0.20189
2023-07-22 Kl. 03-04,0.19588,1.03399,0.28105,0.22484,0.19588
2023-07-22 Kl. 04-05,0.19281,1.03371,0.28021,0.22417,0.19281
2023-07-22 Kl. 05-06,0.18248,1.03986,0.27993,0.22394,0.18248
2023-07-22 Kl. 06-07,0.18261,1.10031,0.29054,0.23243,0.18261
2023-07-22 Kl. 07-08,0.16796,1.15196,0.29319,0.23455,0.16796
2023-07-22 Kl. 08-09,0.17536,1.06625,0.30869,0.23567,0.17536
2023-07-22 Kl. 09-10,0.18429,0.96223,0.33033,0.23824,0.18429
2023-07-22 Kl. 10-11,0.19085,0.87134,0.35071,0.24081,0.19085
2023-07-22 Kl. 11-12,0.19476,0.66946,0.33229,0.24059,0.19476
2023-07-22 Kl. 12-13,0.20189,0.57731,0.32419,0.24036,0.20189
2023-07-22 Kl. 13-14,0.20356,0.32125,0.29599,0.23679,0.20356
2023-07-22 Kl. 14-15,0.20915,0.28133,0.27253,0.21802,0.20915
2023-07-22 Kl. 15-16,0.20831,0.41856,0.28999,0.23199,0.20831
2023-07-22 Kl. 16-17,0.20189,0.76524,0.30674,0.23869,0.20189
2023-07-22 Kl. 17-18,0.19811,0.93473,0.32181,0.23723,0.19811
2023-07-22 Kl. 18-19,0.19519,1.05451,0.30715,0.23690,0.19519
2023-07-22 Kl. 19-20,0.19351,1.20656,0.31358,0.23712,0.19351
2023-07-22 Kl. 20-21,0.19169,1.23044,0.31274,0.23645,0.19169
2023-07-22 Kl. 21-22,0.18848,1.23001,0.30814,0.23623,0.18848
2023-07-22 Kl. 22-23,0.18639,1.23029,0.30688,0.23601,0.18639
2023-07-22 Kl. 23-00,0.18541,1.22988,0.30688,0.23545,0.18541
2023-07-23 Kl. 00-01,0.28909,1.18375,0.28909,0.23127,0.28909
2023-07-23 Kl. 01-02,0.28405,1.07280,0.28405,0.22724,0.28405
2023-07-23 Kl. 02-03,0.27901,0.88600,0.27901,0.22321,0.27901
2023-07-23 Kl. 03-04,0.27845,0.45041,0.27845,0.22276,0.27845
2023-07-23 Kl. 04-05,0.21394,0.21394,0.22080,0.17664,0.21394
2023-07-23 Kl. 05-06,0.15518,0.15518,0.15518,0.12414,0.15518
2023-07-23 Kl. 06-07,0.07109,0.07109,0.07109,0.05687,0.07109
2023-07-23 Kl. 07-08,0.04030,0.04030,0.04030,0.03224,0.04030
2023-07-23 Kl. 08-09,0.04785,0.04785,0.04785,0.03828,0.04785
2023-07-23 Kl. 09-10,0.00280,0.00280,0.07193,0.05754,0.00280
2023-07-23 Kl. 10-11,0.04884,0.04884,0.15280,0.12224,0.04884
2023-07-23 Kl. 11-12,0.06450,0.06450,0.15181,0.12145,0.06450
2023-07-23 Kl. 12-13,0.05653,0.05653,0.13950,0.11160,0.05653
2023-07-23 Kl. 13-14,0.05695,0.05695,0.08982,0.07186,0.05695
2023-07-23 Kl. 14-15,0.11306,0.11306,0.11306,0.09045,0.11306
2023-07-23 Kl. 15-16,0.06926,0.06926,0.06926,0.05541,0.06926
2023-07-23 Kl. 16-17,0.17225,0.17225,0.17225,0.13780,0.17225
2023-07-23 Kl. 17-18,0.19365,0.19365,0.22877,0.18302,0.19365
2023-07-23 Kl. 18-19,0.30979,0.49169,0.30979,0.24783,0.30979
2023-07-23 Kl. 19-20,0.27901,0.80429,0.32309,0.25847,0.27901
2023-07-23 Kl. 20-21,0.26670,0.97891,0.32350,0.25433,0.26670
2023-07-23 Kl. 21-22,0.26614,1.03880,0.32323,0.25477,0.26614
2023-07-23 Kl. 22-23,0.26641,1.04034,0.32239,0.25567,0.26641
2023-07-23 Kl. 23-00,0.24696,1.05013,0.31721,0.25377,0.24696
2023-07-24 Kl. 00-01,0.30238,0.84123,0.30238,0.24190,0.30238
2023-07-24 Kl. 01-02,0.29874,0.77994,0.29874,0.23899,0.29874
2023-07-24 Kl. 02-03,0.30224,0.72719,0.30224,0.24179,0.30224
2023-07-24 Kl. 03-04,0.30490,0.56949,0.30490,0.24392,0.30490
2023-07-24 Kl. 04-05,0.30405,0.56655,0.30405,0.24324,0.30405
2023-07-24 Kl. 05-06,0.31749,0.60098,0.31749,0.25399,0.31749
2023-07-24 Kl. 06-07,0.36786,0.76749,0.36786,0.25477,0.36786
2023-07-24 Kl. 07-08,0.36913,0.83716,0.36913,0.25701,0.36913
2023-07-24 Kl. 08-09,0.38045,0.83660,0.38045,0.25690,0.38045
2023-07-24 Kl. 09-10,0.39066,0.90671,0.39066,0.25880,0.39066
2023-07-24 Kl. 10-11,0.39766,0.90839,0.39766,0.25970,0.39766
2023-07-24 Kl. 11-12,0.39123,0.84948,0.39123,0.25981,0.39123
2023-07-24 Kl. 12-13,0.38395,0.87859,0.38395,0.25959,0.38395
2023-07-24 Kl. 13-14,0.37780,0.77658,0.37780,0.25914,0.37780
2023-07-24 Kl. 14-15,0.37234,0.79575,0.37234,0.25869,0.37234
2023-07-24 Kl. 15-16,0.37654,0.85871,0.37654,0.25836,0.37654
2023-07-24 Kl. 16-17,0.37136,0.86417,0.37136,0.25780,0.37136
2023-07-24 Kl. 17-18,0.36479,1.04481,0.36479,0.25735,0.36479
2023-07-24 Kl. 18-19,0.36086,1.04817,0.36086,0.25724,0.36086
2023-07-24 Kl. 19-20,0.34659,1.09700,0.34659,0.25735,0.34659
2023-07-24 Kl. 20-21,0.33357,1.17536,0.33357,0.25735,0.33357
2023-07-24 Kl. 21-22,0.31721,1.11814,0.31721,0.25377,0.31721
2023-07-24 Kl. 22-23,0.31427,1.06034,0.31427,0.25142,0.31427
2023-07-24 Kl. 23-00,0.26725,0.92321,0.30951,0.24761,0.26725
2023-07-25 Kl. 00-01,0.36985,0.98011,0.36985,0.25204,0.36985
2023-07-25 Kl. 01-02,0.34903,0.90743,0.34903,0.25193,0.34903
2023-07-25 Kl. 02-03,0.33420,0.85348,0.33420,0.25115,0.33420
2023-07-25 Kl. 03-04,0.30751,0.82384,0.30751,0.24601,0.30751
2023-07-25 Kl. 04-05,0.29996,0.81601,0.29996,0.23997,0.29996
2023-07-25 Kl. 05-06,0.31213,0.79770,0.31213,0.24970,0.31213
2023-07-25 Kl. 06-07,0.36999,0.82454,0.34903,0.24444,0.36999
2023-07-25 Kl. 07-08,0.38788,0.97438,0.36873,0.23359,0.38788
2023-07-25 Kl. 08-09,0.37838,0.85669,0.35349,0.23449,0.37838
2023-07-25 Kl. 09-10,0.38550,0.79756,0.38299,0.23505,0.38550
2023-07-25 Kl. 10-11,0.38159,0.70461,0.38159,0.23505,0.38159
2023-07-25 Kl. 11-12,0.37460,0.52095,0.37460,0.23471,0.37460
2023-07-25 Kl. 12-13,0.35126,0.36174,0.35126,0.24981,0.35126
2023-07-25 Kl. 13-14,0.34819,0.35853,0.34819,0.24958,0.34819
2023-07-25 Kl. 14-15,0.33881,0.34888,0.33881,0.24936,0.33881
2023-07-25 Kl. 15-16,0.33924,0.34930,0.33924,0.24802,0.33924
2023-07-25 Kl. 16-17,0.34539,0.40605,0.34539,0.24746,0.34539
2023-07-25 Kl. 17-18,0.35796,0.69804,0.35796,0.24746,0.35796
2023-07-25 Kl. 18-19,0.36775,0.79797,0.36775,0.24712,0.36775
2023-07-25 Kl. 19-20,0.39138,0.85809,0.39138,0.24589,0.39138
2023-07-25 Kl. 20-21,0.39416,0.96235,0.39416,0.24556,0.39416
2023-07-25 Kl. 21-22,0.39025,1.01338,0.39025,0.24444,0.39025
2023-07-25 Kl. 22-23,0.37907,1.04776,0.37907,0.24388,0.37907
2023-07-25 Kl. 23-00,0.34916,1.04399,0.34916,0.24265,0.34916
2023-07-26 Kl. 00-01,0.36524,0.95280,0.36120,0.25096,0.36524
2023-07-26 Kl. 01-02,0.36343,0.91589,0.34825,0.25152,0.36343
2023-07-26 Kl. 02-03,0.35075,0.90669,0.34796,0.25107,0.35075
2023-07-26 Kl. 03-04,0.34728,0.90599,0.34728,0.25107,0.34728
2023-07-26 Kl. 04-05,0.34880,0.90961,0.34880,0.25140,0.34880
2023-07-26 Kl. 05-06,0.36914,0.91476,0.36161,0.25218,0.36914
2023-07-26 Kl. 06-07,0.40243,0.97063,0.37680,0.25263,0.40243
2023-07-26 Kl. 07-08,0.39868,1.01924,0.38238,0.25519,0.39868
2023-07-26 Kl. 08-09,0.40424,0.97271,0.39435,0.25620,0.40424
2023-07-26 Kl. 09-10,0.40675,0.89304,0.39853,0.26077,0.40675
2023-07-26 Kl. 10-11,0.40940,0.88050,0.40410,0.26088,0.40940
2023-07-26 Kl. 11-12,0.40731,0.87828,0.40648,0.26032,0.40731
2023-07-26 Kl. 12-13,0.41274,0.83049,0.40605,0.25976,0.41274
2023-07-26 Kl. 13-14,0.41344,0.76530,0.40285,0.25965,0.41344
2023-07-26 Kl. 14-15,0.41162,0.63353,0.40104,0.25675,0.41162
2023-07-26 Kl. 15-16,0.41079,0.60149,0.39853,0.25631,0.41079
2023-07-26 Kl. 16-17,0.41038,0.57976,0.39365,0.25631,0.41038
2023-07-26 Kl. 17-18,0.40954,0.78383,0.40521,0.25608,0.40954
2023-07-26 Kl. 18-19,0.41079,0.84679,0.40856,0.25597,0.41079
2023-07-26 Kl. 19-20,0.40856,0.87814,0.40856,0.25842,0.40856
2023-07-26 Kl. 20-21,0.40967,0.92841,0.40340,0.25954,0.40967
2023-07-26 Kl. 21-22,0.40648,0.97439,0.40648,0.25642,0.40648
2023-07-26 Kl. 22-23,0.40508,0.97411,0.40508,0.25586,0.40508
2023-07-26 Kl. 23-00,0.40020,0.95321,0.40020,0.25519,0.40020
2023-07-27 Kl. 00-01,0.42579,0.93857,0.42396,0.25368,0.42579
2023-07-27 Kl. 01-02,0.41809,0.91395,0.41809,0.25357,0.41809
2023-07-27 Kl. 02-03,0.41165,0.94556,0.41165,0.25301,0.41165
2023-07-27 Kl. 03-04,0.40914,0.96206,0.40914,0.25278,0.40914
2023-07-27 Kl. 04-05,0.41110,0.97004,0.41110,0.25234,0.41110
2023-07-27 Kl. 05-06,0.42620,1.01788,0.42089,0.25379,0.42620
2023-07-27 Kl. 06-07,0.45474,1.10180,0.43013,0.25368,0.45474
2023-07-27 Kl. 07-08,0.41865,1.09761,0.41865,0.25603,0.41865
2023-07-27 Kl. 08-09,0.42075,1.10334,0.42075,0.25692,0.42075
2023-07-27 Kl. 09-10,0.42803,1.08600,0.42803,0.25927,0.42803
2023-07-27 Kl. 10-11,0.43838,1.09495,0.43838,0.26062,0.43838
2023-07-27 Kl. 11-12,0.43894,1.09565,0.43894,0.26073,0.43894
2023-07-27 Kl. 12-13,0.42676,1.10376,0.42676,0.25704,0.42676
2023-07-27 Kl. 13-14,0.43768,1.08348,0.43768,0.25636,0.43768
2023-07-27 Kl. 14-15,0.43375,1.06166,0.43375,0.25614,0.43375
2023-07-27 Kl. 15-16,0.42788,1.09299,0.42788,0.25581,0.42788
2023-07-27 Kl. 16-17,0.42313,1.14754,0.42313,0.25569,0.42313
2023-07-27 Kl. 17-18,0.42256,1.17971,0.42256,0.25547,0.42256
2023-07-27 Kl. 18-19,0.42075,1.17971,0.42075,0.25614,0.42075
2023-07-27 Kl. 19-20,0.42159,1.17985,0.42159,0.25659,0.42159
2023-07-27 Kl. 20-21,0.42998,1.17860,0.42998,0.25704,0.42998
2023-07-27 Kl. 21-22,0.43040,1.17944,0.43040,0.25659,0.43040
2023-07-27 Kl. 22-23,0.42774,1.17930,0.42774,0.25648,0.42774
2023-07-27 Kl. 23-00,0.42089,1.15818,0.42089,0.25592,0.42089
2023-07-28 Kl. 00-01,0.45129,1.08886,0.40426,0.25152,0.45129
2023-07-28 Kl. 01-02,0.42882,1.04379,0.40356,0.25040,0.42882
2023-07-28 Kl. 02-03,0.42059,1.02998,0.40329,0.24973,0.42059
2023-07-28 Kl. 03-04,0.42031,1.01938,0.39296,0.24939,0.42031
2023-07-28 Kl. 04-05,0.42966,1.00695,0.39114,0.24939,0.42966
2023-07-28 Kl. 05-06,0.43440,1.03081,0.40370,0.25051,0.43440
2023-07-28 Kl. 06-07,0.41850,1.08859,0.40621,0.25018,0.41850
2023-07-28 Kl. 07-08,0.40329,1.11691,0.40329,0.25263,0.40329
2023-07-28 Kl. 08-09,0.40831,1.13031,0.40831,0.25408,0.40831
2023-07-28 Kl. 09-10,0.41780,1.12850,0.41780,0.25520,0.41780
2023-07-28 Kl. 10-11,0.41850,1.12821,0.41850,0.25375,0.41850
2023-07-28 Kl. 11-12,0.41835,1.13226,0.41835,0.25375,0.41835
2023-07-28 Kl. 12-13,0.41821,1.12585,0.41821,0.25163,0.41821
2023-07-28 Kl. 13-14,0.41640,1.08064,0.41640,0.25073,0.41640
2023-07-28 Kl. 14-15,0.41556,1.02300,0.41556,0.24939,0.41556
2023-07-28 Kl. 15-16,0.41138,1.02691,0.41138,0.24805,0.41138
2023-07-28 Kl. 16-17,0.41375,1.03054,0.41375,0.24794,0.41375
2023-07-28 Kl. 17-18,0.42016,1.08900,0.42016,0.24761,0.42016
2023-07-28 Kl. 18-19,0.42199,1.11635,0.42199,0.24884,0.42199
2023-07-28 Kl. 19-20,0.42896,1.12040,0.42896,0.24951,0.42896
2023-07-28 Kl. 20-21,0.43119,1.11943,0.43119,0.25062,0.43119
2023-07-28 Kl. 21-22,0.44069,1.12319,0.44069,0.24995,0.44069
2023-07-28 Kl. 22-23,0.42951,1.12166,0.42951,0.25029,0.42951
2023-07-28 Kl. 23-00,0.39616,1.11929,0.39616,0.24962,0.39616
2023-07-29 Kl. 00-01,0.31851,1.07516,0.26628,0.21302,0.31851
